LAND        ,NAME                                            ,DATUM           ,DAUER   ,WO        ,KATEGORIE                ,GENRES                                                                                                                            ,STADT                     ,BUNDESLAND       ,BESUCHER    ,URL                                  ,PREIS(AB)
Deutschland ,NOISEHAUSEN FESTIVAL                            ,26.07. - 27.07. ,2 Tage  ,draußen   ,Rock Festivals           ,Pop/Punk/Rock/Schlager                                                                                                            ,Schrobenhausen            ,keine Daten      ,2500        ,          ,n.v.
Deutschland ,NOISY FESTIVAL                                  ,12.07. - 14.07. ,3 Tage  ,draußen   ,Electro Festivals        ,Electro                                                                                                                           ,Hamburg                   ,keine Daten      ,6000        ,          ,€ 74.00
Deutschland ,OAKHILL FESTIVAL                                ,19.07. - 20.07. ,2 Tage  ,draußen   ,Gemischte Festivals      ,Electro                                                                                                                           ,Sehnde                    ,keine Daten      ,10000       ,          ,n.v.
Deutschland ,OLD BUT GOLD Ü30 HIP HOP FESTIVAL               ,15.06. - 16.06. ,2 Tage  ,draußen   ,Hip-Hop Festivals        ,Hip-Hop                                                                                                                           ,München                   ,keine Daten      ,10000       ,          ,€ 120.00
Deutschland ,OPEN AIR AM SEE - DÜRENER BADESEE               ,22.06.          ,1 Tag   ,draußen   ,Schlager Festivals       ,Schlager/Sonstiges                                                                                                                ,Düren                     ,keine Daten      ,7000        ,          ,€ 39.99
Deutschland ,OPEN AIR SEEDORF                                ,20.07.          ,1 Tag   ,draußen   ,Metal Festivals          ,Hardcore (Metal)/Metal/Rock                                                                                                       ,Bad Bevensen/OT Seedorf   ,keine Daten      ,700         ,          ,n.v.
Deutschland ,OPEN BEATZ FESTIVAL                             ,26.07. - 28.07. ,3 Tage  ,draußen   ,Electro Festivals        ,Electro/Hardcore (Electro)/House/Trance                                                                                           ,Herzogenaurach            ,keine Daten      ,25000       ,          ,€ 174.00
Deutschland ,OPEN FLAIR FESTIVAL                             ,07.08. - 11.08. ,5 Tage  ,draußen   ,Gemischte Festivals      ,Hip-Hop/Pop/Punk/Rock                                                                                                             ,Eschwege                  ,keine Daten      ,20000       ,          ,€ 89.00
Deutschland ,OPEN R FESTIVAL                                 ,16.08. - 18.08. ,3 Tage  ,draußen   ,Pop Festivals            ,Pop/Rock/Schlager                                                                                                                 ,Uelzen                    ,keine Daten      ,30000       ,          ,€ 241.50
Deutschland ,ORANGE BLOSSOM SPECIAL FESTIVAL                 ,17.05. - 19.05. ,3 Tage  ,draußen   ,Rock Festivals           ,Punk/Rock                                                                                                                         ,Beverungen                ,keine Daten      ,2000        ,          ,n.v.
Deutschland ,ORANGE SUN FESTIVAL                             ,05.07. - 07.07. ,3 Tage  ,draußen   ,Electro Festivals        ,Dance/Electro/Electronic Dance Music (EDM)/Trance                                                                                 ,Grebs-Niendorf            ,keine Daten      ,keine Daten ,          ,€ 95.00
Deutschland ,PANAMA OPEN AIR                                 ,28.06. - 29.06. ,2 Tage  ,draußen   ,Electro Festivals        ,Dance/Electro/House                                                                                                               ,Bonn                      ,keine Daten      ,25000       ,          ,n.v.
Deutschland ,PAROOKAVILLE FESTIVAL                           ,19.07. - 21.07. ,3 Tage  ,draußen   ,Electro Festivals        ,Dance/Electro/House/Trance                                                                                                        ,Weeze                     ,keine Daten      ,80000       ,          ,€ 249.00
Deutschland ,PARTY.SAN OPEN AIR                              ,08.08. - 10.08. ,3 Tage  ,draußen   ,Metal Festivals          ,Metal/Rock                                                                                                                        ,Obermehler                ,keine Daten      ,10000       ,          ,€ 135.70
Deutschland ,PFERDEFESTIVAL                                  ,09.08. - 11.08. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Electro/Hip-Hop/House/Kunst & Kultur/Pop/Rock/Schlager/Sonstiges                                                                  ,Piesport                  ,keine Daten      ,1500        ,          ,€ 60.00
Deutschland ,POTENTIALE FESTIVAL                             ,30.05. - 02.06. ,4 Tage  ,draußen   ,Jazz Festivals           ,Blues/Jazz/Kunst & Kultur/Rock                                                                                                    ,Kalbe (Milde)             ,keine Daten      ,keine Daten ,          ,n.v.
Deutschland ,PRAERIE FESTIVAL                                ,02.08. - 04.08. ,3 Tage  ,draußen   ,Electro Festivals        ,Dance/Electro/Electronic Dance Music (EDM)/Trance                                                                                 ,Galenbeck                 ,keine Daten      ,keine Daten ,          ,€ 159.00
Deutschland ,PROTZEN OPEN AIR                                ,20.06. - 22.06. ,3 Tage  ,draußen   ,Metal Festivals          ,Metal                                                                                                                             ,Protzen                   ,keine Daten      ,1000        ,          ,n.v.
Deutschland ,PULS OPEN AIR                                   ,06.06. - 08.06. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Electro/Pop/Rock                                                                                                                  ,Geltendorf                ,keine Daten      ,9000        ,          ,€ 99.00
Deutschland ,PUNKOIRAMA OPEN AIR                             ,29.08. - 31.08. ,3 Tage  ,draußen   ,Punk Festivals           ,Punk/Rock                                                                                                                         ,Spremberg                 ,keine Daten      ,400         ,          ,€ 64.00
Deutschland ,R.O.I. ROCK ON ISENS FESTIVAL                   ,05.07. - 06.07. ,2 Tage  ,draußen   ,Rock Festivals           ,Metal/Rock                                                                                                                        ,Butjadingen / Isens       ,keine Daten      ,keine Daten ,          ,n.v.
Deutschland ,RAGNARÖK FESTIVAL                               ,04.04. - 06.04. ,3 Tage  ,drinnen   ,Metal Festivals          ,Metal/Rock                                                                                                                        ,Lichtenfels               ,keine Daten      ,4000        ,          ,n.v.
Deutschland ,RAVE AND SUN FESTIVAL                           ,25.05. - 26.05. ,2 Tage  ,draußen   ,Electro Festivals        ,Dance/Electro/House                                                                                                               ,Gießen                    ,keine Daten      ,keine Daten ,          ,n.v.
Deutschland ,REGGAE JAM                                      ,26.07. - 28.07. ,3 Tage  ,draußen   ,Reggae Festivals         ,Reggae/Ska                                                                                                                        ,Bersenbrück               ,keine Daten      ,15000       ,          ,€ 100.00
Deutschland ,RETURN TO STRENGTH FESTIVAL                     ,31.05. - 01.06. ,2 Tage  ,draußen   ,Metal Festivals          ,Hardcore (Metal)                                                                                                                  ,Querfurt                  ,keine Daten      ,600         ,          ,€ 52.74
Deutschland ,RIEZ OPEN AIR                                   ,25.07. - 27.07. ,3 Tage  ,draußen   ,Rock Festivals           ,Deutschrock/Hardcore (Metal)/Punk/Rock                                                                                            ,Bausendorf                ,keine Daten      ,1000        ,          ,€ 46.51
Deutschland ,RISE FESTIVAL                                   ,21.06. - 23.06. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Deutschrock/Funk/Jazz/Kunst & Kultur/Pop/Rock/Sonstiges                                                                           ,Bad Kissingen             ,keine Daten      ,keine Daten ,          ,€ 249.00
Deutschland ,ROCCO DEL SCHLACKO                              ,08.08. - 10.08. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Hip-Hop/Metal/Punk/Rock                                                                                                           ,Püttlingen                ,keine Daten      ,28000       ,          ,€ 119.90
Deutschland ,ROCK AM HÄRTSFELDSEE FESTIVAL                   ,28.06. - 29.06. ,2 Tage  ,draußen   ,Metal Festivals          ,Metal/Rock                                                                                                                        ,Dischingen                ,keine Daten      ,8000        ,          ,n.v.
Deutschland ,ROCK AM KUHTEICH                                ,02.05. - 04.05. ,3 Tage  ,draußen   ,Punk Festivals           ,Punk/Rock                                                                                                                         ,Neukieritzsch             ,keine Daten      ,750         ,          ,€ 55.00
Deutschland ,ROCK AM RING                                    ,07.06. - 09.06. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Deutschrock/Electro/Hardcore (Metal)/Hip-Hop/Metal/Punk/Rock                                                                      ,Nürburg                   ,keine Daten      ,90000       ,          ,€ 199.00
Deutschland ,ROCK AM WALD FESTIVAL NORDBADEN                 ,09.08. - 10.08. ,2 Tage  ,draußen   ,Gemischte Festivals      ,Blues/Pop/Rock                                                                                                                    ,Eggenstein-Leopoldshafen  ,keine Daten      ,keine Daten ,          ,€ 18.00
Deutschland ,ROCK DEIN LEBEN FESTIVAL                        ,25.07. - 27.07. ,3 Tage  ,draußen   ,Rock Festivals           ,Metal/Rock/Schlager                                                                                                               ,Laichingen                ,keine Daten      ,keine Daten ,          ,€ 99.90
Deutschland ,ROCK DEN ACKER OPEN AIR                         ,30.05. - 01.06. ,3 Tage  ,draußen   ,Metal Festivals          ,Metal/Rock                                                                                                                        ,Nidderau                  ,keine Daten      ,750         ,          ,n.v.
Deutschland ,ROCK DEN LUKAS FESTIVAL                         ,09.08. - 10.08. ,2 Tage  ,draußen   ,Rock Festivals           ,Pirat/Punk/Rock/Ska                                                                                                               ,Tarmstedt                 ,keine Daten      ,3000        ,          ,n.v.
Deutschland ,ROCK FOR TOLERANCE OPEN AIR                     ,21.06. - 22.06. ,2 Tage  ,draußen   ,Rock Festivals           ,Crossover/Deutschrock/Hardcore (Metal)/Metal/Punk/Rock/Ska                                                                        ,Hann. Münden              ,keine Daten      ,2000        ,          ,€ 15.00
Deutschland ,ROCK HARD FESTIVAL                              ,17.05. - 19.05. ,3 Tage  ,draußen   ,Metal Festivals          ,Metal/Rock                                                                                                                        ,Gelsenkirchen             ,keine Daten      ,7000        ,          ,n.v.
Deutschland ,ROCK IM GARTEN                                  ,20.07. - 21.07. ,2 Tage  ,draußen   ,Rock Festivals           ,Hardcore (Metal)/Metal/Punk/Rock                                                                                                  ,Osterwieck OT Rohrsheim   ,keine Daten      ,keine Daten ,          ,€ 22.00
Deutschland ,ROCK IM PARK                                    ,07.06. - 09.06. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Dance/Deutschrock/Hardcore (Metal)/Hip-Hop/Metal/Pop/Punk/Rock                                                                    ,Nürnberg                  ,keine Daten      ,80000       ,          ,€ 249.00
Deutschland ,ROCK IN RAUTHEIM                                ,10.05. - 11.05. ,2 Tage  ,draußen   ,Metal Festivals          ,Metal/Rock                                                                                                                        ,Braunschweg               ,keine Daten      ,keine Daten ,          ,€ 60.50
Deutschland ,ROCK OF AGES FESTIVAL                           ,26.07. - 28.07. ,3 Tage  ,draußen   ,Rock Festivals           ,Metal/Rock                                                                                                                        ,Rottenburg am Neckar      ,keine Daten      ,12000       ,          ,€ 159.00
Deutschland ,ROCK THE FOREST FESTIVAL                        ,26.07. - 27.07. ,2 Tage  ,draußen   ,Rock Festivals           ,Metal/Rock                                                                                                                        ,Rengsdorf                 ,keine Daten      ,500         ,          ,n.v.
Deutschland ,ROCK THE HILL FESTIVAL                          ,13.06. - 16.06. ,4 Tage  ,draußen   ,Conventions              ,Hip-Hop/Pop/Punk/Rock/Sport                                                                                                       ,Bischofmais               ,keine Daten      ,keine Daten ,          ,€ 55.00
Deutschland ,ROCK UND METAL DAY'Z                            ,27.06. - 29.06. ,3 Tage  ,draußen   ,Metal Festivals          ,Metal/Rock                                                                                                                        ,Oschersleben (Bode)       ,keine Daten      ,500         ,          ,€ 69.99
Deutschland ,ROCK UNTERM HÜNSTOLLEN                          ,31.05. - 01.06. ,2 Tage  ,draußen   ,Rock Festivals           ,Punk/Rock                                                                                                                         ,Holzerode                 ,keine Daten      ,500         ,          ,n.v.
Deutschland ,ROCK'N WAGON FESTIVAL                           ,04.07. - 06.07. ,3 Tage  ,draußen   ,Punk Festivals           ,Hardcore (Metal)/Punk/Ska                                                                                                         ,Sandförstgen              ,keine Daten      ,400         ,          ,n.v.
Deutschland ,ROCKEN AM BROCKEN FESTIVAL                      ,01.08. - 03.08. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Electro/Hip-Hop/Metal/Punk/Rock                                                                                                   ,Elend                     ,keine Daten      ,6000        ,          ,€ 119.00
Deutschland ,ROCKEN ROCK & METAL FESTIVAL                    ,25.05.          ,1 Tag   ,drinnen   ,Metal Festivals          ,Deutschrock/Gothic/Hardcore (Metal)/Metal/Rock                                                                                    ,Frankfurt                 ,keine Daten      ,500         ,          ,€ 15.00
Deutschland ,ROCKHARZ FESTIVAL                               ,03.07. - 06.07. ,4 Tage  ,draußen   ,Metal Festivals          ,Deutschrock/Folk/Gothic/Metal/Punk/Rock                                                                                           ,Ballenstedt               ,keine Daten      ,17000       ,          ,€ 169.80
Deutschland ,RUDOLSTADT FESTIVAL                             ,04.07. - 07.07. ,4 Tage  ,draußen   ,Gemischte Festivals      ,Afrika/Blues/Country/Dance/Electro/Folk/Funk/Jazz/Klassik/Kunst & Kultur/Latin/Pop/Reggae/Rock/Sonstiges/Volksmusik               ,Rudolstadt                ,keine Daten      ,25000       ,          ,n.v.
Deutschland ,RUHR IN LOVE                                    ,06.07.          ,1 Tag   ,draußen   ,Electro Festivals        ,Dance/Electro/House/Trance                                                                                                        ,Oberhausen                ,keine Daten      ,36000       ,          ,€ 39.00
Deutschland ,RUHR REGGAE SUMMER FESTIVAL                     ,16.08. - 18.08. ,3 Tage  ,draußen   ,Reggae Festivals         ,Afrika/Hip-Hop/Reggae                                                                                                             ,Mülheim an der Ruhr       ,keine Daten      ,15000       ,          ,€ 99.00
Deutschland ,RUHRPOTT RODEO                                  ,05.07. - 07.07. ,3 Tage  ,drinnen   ,Punk Festivals           ,Hardcore (Metal)/Metal/Rock                                                                                                       ,Hünxe                     ,keine Daten      ,6000        ,          ,€ 138.24
Deutschland ,SAN HEJMO FESTIVAL                              ,16.08. - 17.08. ,2 Tage  ,draußen   ,Gemischte Festivals      ,Hip-Hop/House/Pop/Rock                                                                                                            ,Weeze                     ,keine Daten      ,25000       ,          ,€ 199.00
Deutschland ,SCHAMANISCHES FESTIVAL                          ,14.06. - 16.06. ,3 Tage  ,draußen   ,Spirituelle Festivals    ,Dance/Electronic Dance Music (EDM)/Mittelalter/Sonstiges/Trance                                                                   ,Darscheid                 ,keine Daten      ,400         ,          ,€ 99.00
Deutschland ,SCHAUINSLAND-REISEN JAZZ RALLY DÜSSELDORF       ,17.05. - 19.05. ,3 Tage  ,unbekannt ,Jazz Festivals           ,Blues/Crossover/Dance/Electro/Funk/Hip-Hop/House/Jazz/Pop/Reggae/Rock/Salsa                                                       ,Düsseldorf                ,keine Daten      ,250000      ,          ,n.v.
Deutschland ,SCHLAGERMOVE HAMBURG                            ,24.05. - 25.05. ,2 Tage  ,draußen   ,Schlager Festivals       ,Schlager                                                                                                                          ,Hamburg                   ,keine Daten      ,370000      ,          ,€ 0.00
Deutschland ,SCHLOSSFESTSPIELE SCHWERIN                      ,14.06. - 21.07. ,38 Tage ,draußen   ,Kunst & Kultur Festivals ,Klassik/Kunst & Kultur                                                                                                            ,Schwerin                  ,keine Daten      ,70000       ,          ,n.v.
Deutschland ,SCHLOSSGRABENFEST                               ,30.05. - 02.06. ,4 Tage  ,draußen   ,Gemischte Festivals      ,Hip-Hop/Pop/Rock/Schlager/Volksmusik                                                                                              ,Darmstadt                 ,keine Daten      ,100000      ,          ,€ 0.00
Deutschland ,SCHLOSSHOF FESTIVAL                             ,09.08. - 10.08. ,2 Tage  ,draußen   ,Mittelalter Festivals    ,Folk/Irish/Mittelalter/Pirat                                                                                                      ,Höchstadt                 ,keine Daten      ,keine Daten ,          ,€ 93.00
Deutschland ,SEA YOU FESTIVAL                                ,19.07. - 21.07. ,3 Tage  ,draußen   ,Electro Festivals        ,Dance/Electro/Electronic Dance Music (EDM)/Trance                                                                                 ,Freiburg im Breisgau      ,keine Daten      ,34000       ,          ,n.v.
Deutschland ,SILOBRAND FESTIVAL                              ,25.07. - 27.07. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Deutschrock/Electro/Folk/Hardcore (Metal)/Irish/Metal/Mittelalter/Pop/Punk/Rock/Ska/Techno                                        ,Morschen                  ,keine Daten      ,1000        ,          ,n.v.
Deutschland ,SONNEMONDSTERNE FESTIVAL                        ,09.08. - 11.08. ,3 Tage  ,draußen   ,Electro Festivals        ,Dance/Electro/House/Trance                                                                                                        ,Saalburg-Ebersdorf        ,keine Daten      ,35000       ,          ,n.v.
Deutschland ,SOUND OF THE FOREST FESTIVAL                    ,01.08. - 04.08. ,4 Tage  ,draußen   ,Gemischte Festivals      ,Electro/Funk/Pop/Reggae/Rock/Sonstiges                                                                                            ,Mossautal                 ,keine Daten      ,5000        ,          ,€ 99.00
Deutschland ,SOUTHSIDE FESTIVAL                              ,21.06. - 23.06. ,3 Tage  ,draußen   ,Rock Festivals           ,Deutschrock/Metal/Pop/Punk/Rock                                                                                                   ,Neuhausen ob Eck          ,keine Daten      ,60000       ,          ,€ 239.00
Deutschland ,SPANNUNGEN:                                     ,23.06. - 30.06. ,8 Tage  ,drinnen   ,Klassik Festivals        ,Klassik                                                                                                                           ,Heimbach                  ,keine Daten      ,4780        ,          ,n.v.
Deutschland ,SPECTACULUM NORDGAVIA                           ,10.05. - 12.05. ,3 Tage  ,draußen   ,Mittelalter Festivals    ,Folk/Metal/Mittelalter/Pirat/Rock                                                                                                 ,Parsberg                  ,keine Daten      ,keine Daten ,          ,n.v.
Deutschland ,SPEKTRUM FESTIVAL                               ,03.08.          ,1 Tag   ,draußen   ,Hip-Hop Festivals        ,Electro/Hip-Hop                                                                                                                   ,Hamburg-Wilhelmsburg      ,keine Daten      ,8000        ,          ,€ 50.00
Deutschland ,SPIRITUELLES FESTIVAL - KUH                     ,30.05. - 02.06. ,4 Tage  ,draußen   ,Spirituelle Festivals    ,Comedy/Country/Gothic/Irish/Kunst & Kultur/Mittelalter/Rock/Sonstiges/Trance                                                      ,Rettenbach                ,keine Daten      ,4000        ,          ,n.v.
Deutschland ,SPLASH! FESTIVAL                                ,04.06. - 06.06. ,3 Tage  ,draußen   ,Hip-Hop Festivals        ,Hip-Hop/Pop                                                                                                                       ,Gräfenhainichen           ,keine Daten      ,30000       ,          ,€ 199.00
Deutschland ,SPUTNIK SPRING BREAK FESTIVAL                   ,17.05. - 20.05. ,4 Tage  ,draußen   ,Electro Festivals        ,Dance/Electro/Hardcore (Electro)/Hip-Hop/Pop                                                                                      ,Mildestausee              ,keine Daten      ,27000       ,          ,€ 159.00
Deutschland ,STERNENKLANG FESTIVAL                           ,06.06. - 08.06. ,3 Tage  ,draußen   ,Mittelalter Festivals    ,Folk/Metal/Mittelalter                                                                                                            ,Kranichfeld               ,keine Daten      ,2500        ,          ,€ 110.00
Deutschland ,STONED FROM THE UNDERGROUND FESTIVAL            ,11.07. - 13.07. ,3 Tage  ,draußen   ,Rock Festivals           ,Blues/Funk/Metal/Rock/Sonstiges                                                                                                   ,Erfurt-Stotternheim       ,keine Daten      ,2500        ,          ,n.v.
Deutschland ,STOVE OPEN AIR                                  ,08.06.          ,1 Tag   ,draußen   ,Pop Festivals            ,Pop/Rock                                                                                                                          ,Drage                     ,keine Daten      ,1000        ,          ,n.v.
Deutschland ,STRANDGUT FESTIVAL                              ,27.07.          ,1 Tag   ,draußen   ,Electro Festivals        ,Electro/Electronic Dance Music (EDM)/House                                                                                        ,Eckernförde               ,keine Daten      ,5000        ,          ,€ 44.90
Deutschland ,SÜDWINSEN FESTIVAL                              ,19.07. - 20.07. ,2 Tage  ,draußen   ,Gemischte Festivals      ,Blues/Country/Punk/Reggae/Rock/Ska                                                                                                ,Winsen                    ,keine Daten      ,4000        ,          ,€ 0.00
Deutschland ,SUMMER DREAM FESTIVAL                           ,02.08. - 04.08. ,3 Tage  ,draußen   ,Electro Festivals        ,Electro/Goa                                                                                                                       ,Blievenstorf              ,keine Daten      ,keine Daten ,          ,n.v.
Deutschland ,SUMMER-OF-LOVE FESTIVAL                         ,08.08. - 11.08. ,4 Tage  ,unbekannt ,Spirituelle Festivals    ,Dance/Kunst & Kultur/Latin/Pop/Reggae/Rock/Sonstiges/Trance                                                                       ,Hellenthal/ Eifel         ,keine Daten      ,50          ,          ,€ 180.00
Deutschland ,SWING & WINE FESTIVAL                           ,16.05. - 20.05. ,5 Tage  ,draußen   ,Jazz Festivals           ,Jazz                                                                                                                              ,Bad Hersfeld              ,keine Daten      ,keine Daten ,          ,€ 10.00
Deutschland ,TANTE MIA TANZT FESTIVAL                        ,09.05.          ,1 Tag   ,draußen   ,Electro Festivals        ,Dance/Electro/Hardcore (Electro)/Trance                                                                                           ,Vechta                    ,keine Daten      ,25000       ,          ,€ 50.00
Deutschland ,TANZ DER BÄSSE FESTIVAL                         ,06.07.          ,1 Tag   ,draußen   ,Electro Festivals        ,Dance/Electro                                                                                                                     ,Lampertheim               ,keine Daten      ,5000        ,          ,€ 38.00
Deutschland ,TANZINSEL OPEN AIR                              ,24.08.          ,1 Tag   ,draußen   ,Electro Festivals        ,Electronic Dance Music (EDM)                                                                                                      ,Gemünden                  ,keine Daten      ,keine Daten ,          ,€ 29.00
Deutschland ,TAUBERTAL FESTIVAL                              ,08.08. - 11.08. ,4 Tage  ,draußen   ,Gemischte Festivals      ,Crossover/Deutschrock/Funk/Hip-Hop/Irish/Metal/Pop/Punk/Rock                                                                      ,Rothenburg ob der Tauber  ,keine Daten      ,15000       ,          ,€ 167.00
Deutschland ,TAUNUS METAL FESTIVAL                           ,05.04. - 06.04. ,2 Tage  ,draußen   ,Metal Festivals          ,Metal/Rock                                                                                                                        ,Oberursel                 ,keine Daten      ,keine Daten ,          ,€ 45.00
Deutschland ,THE ROCK HOUSE FESTIVAL                         ,01.06.          ,1 Tag   ,draußen   ,Rock Festivals           ,Hardcore (Metal)/Rock                                                                                                             ,Loxstedt                  ,keine Daten      ,2000        ,          ,€ 49.50
Deutschland ,THE SUMMERJAM FESTIVAL                          ,05.07. - 07.07. ,3 Tage  ,draußen   ,Reggae Festivals         ,Hip-Hop/Reggae                                                                                                                    ,Köln                      ,keine Daten      ,30000       ,          ,n.v.
Deutschland ,THIS IS SKA FESTIVAL                            ,20.06. - 22.06. ,3 Tage  ,draußen   ,Ska Festivals            ,Ska                                                                                                                               ,Dessau-Roßlau             ,keine Daten      ,2500        ,          ,€ 91.50
Deutschland ,TRAUMZEIT FESTIVAL                              ,21.06. - 23.06. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Electro/Folk/Rock                                                                                                                 ,Duisburg                  ,keine Daten      ,10000       ,          ,n.v.
Deutschland ,TREBUR OPEN AIR                                 ,26.07. - 28.07. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Electro/Hip-Hop/Punk/Rock                                                                                                         ,Trebur                    ,keine Daten      ,8000        ,          ,€ 80.00
Deutschland ,TROPEN TANGO FESTIVAL                           ,02.08. - 04.08. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Electro/Hip-Hop/Punk/Reggae/Rock                                                                                                  ,Lorch                     ,keine Daten      ,3000        ,          ,n.v.
Deutschland ,TROPICAL MOUNTAIN FESTIVAL                      ,18.05.          ,1 Tag   ,draußen   ,Electro Festivals        ,Dance/Electro/House/Trance                                                                                                        ,Schiffweiler              ,keine Daten      ,15000       ,          ,€ 39.90
Deutschland ,TRUCKER & COUNTRY FESTIVAL DEUTSCHLAND          ,17.05. - 20.05. ,4 Tage  ,draußen   ,Country Festivals        ,Country                                                                                                                           ,Geiselwind                ,keine Daten      ,40000       ,          ,n.v.
Deutschland ,UNDER THE BLACK SUN FESTIVAL                    ,04.07. - 06.07. ,3 Tage  ,draußen   ,Metal Festivals          ,Metal                                                                                                                             ,Friesack                  ,keine Daten      ,1000        ,          ,n.v.
Deutschland ,UNDERGROUND REMAINS OPEN AIR                    ,01.06.          ,1 Tag   ,draußen   ,Metal Festivals          ,Metal/Rock                                                                                                                        ,Göttingen                 ,keine Daten      ,300         ,          ,n.v.
Deutschland ,VAINSTREAM ROCKFEST                             ,28.06. - 29.06. ,2 Tage  ,draußen   ,Rock Festivals           ,Deutschrock/Hardcore (Metal)/Metal/Punk/Rock                                                                                      ,Münster                   ,keine Daten      ,30000       ,          ,€ 139.90
Deutschland ,VOLUME X KRAGELUND FESTIVAL                     ,21.06. - 23.06. ,3 Tage  ,draußen   ,Electro Festivals        ,Electro/Goa/Hardcore (Electro)/Trance                                                                                             ,Viöl                      ,keine Daten      ,3000        ,          ,€ 70.00
Deutschland ,VOOV EXPERIENCE FESTIVAL                        ,19.07. - 22.07. ,4 Tage  ,draußen   ,Electro Festivals        ,Goa                                                                                                                               ,Putlitz                   ,keine Daten      ,5000        ,          ,n.v.
Deutschland ,WACKEN OPEN AIR                                 ,31.07. - 03.08. ,4 Tage  ,draußen   ,Metal Festivals          ,Comedy/Deutschrock/Folk/Gothic/Hardcore (Metal)/Lesung/Metal/Punk/Rock/Volksmusik                                                 ,Wacken                    ,keine Daten      ,85000       ,          ,€ 333.00
Deutschland ,WALDFRIEDEN WONDERLAND FESTIVAL                 ,25.07. - 28.07. ,4 Tage  ,draußen   ,Electro Festivals        ,Electro/Goa/Kunst & Kultur/Sport                                                                                                  ,Stemwede / Wehdem         ,keine Daten      ,7500        ,          ,n.v.
Deutschland ,WATT EN SCHLICK FESTIVAL                        ,26.07. - 28.07. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Hip-Hop/Pop/Punk/Rock                                                                                                             ,Varel                     ,keine Daten      ,6000        ,          ,n.v.
Deutschland ,WATT´N COUNTRY FESTIVAL                         ,05.09. - 07.09. ,3 Tage  ,draußen   ,Country Festivals        ,Country                                                                                                                           ,Hooksiel                  ,keine Daten      ,keine Daten ,          ,n.v.
Deutschland ,WAVE-GOTIK-TREFFEN                              ,17.05. - 20.05. ,4 Tage  ,draußen   ,Gothic Festivals         ,Electro/Folk/Gothic/Metal/Rock                                                                                                    ,Leipzig                   ,keine Daten      ,21000       ,          ,n.v.
Deutschland ,WEEDBEAT FESTIVAL                               ,19.07. - 21.07. ,3 Tage  ,draußen   ,Reggae Festivals         ,Reggae/Ska                                                                                                                        ,Nordstemmen               ,keine Daten      ,3000        ,          ,€ 49.90
Deutschland ,WESER METAL MEETING                             ,27.04.          ,1 Tag   ,drinnen   ,Metal Festivals          ,Hardcore (Metal)/Metal/Rock                                                                                                       ,Reinhardshagen            ,keine Daten      ,500         ,          ,n.v.
Deutschland ,WILDE MÖHRE FESTIVAL                            ,09.08. - 12.08. ,4 Tage  ,draußen   ,Electro Festivals        ,Dance/Electro/Electronic Dance Music (EDM)/House/Kunst & Kultur/Lesung                                                            ,Drebkau                   ,keine Daten      ,4000        ,          ,€ 149.00
Deutschland ,WOLFWEEZ OPEN AIR FESTIVAL                      ,05.07. - 06.07. ,2 Tage  ,draußen   ,Metal Festivals          ,Metal/Rock                                                                                                                        ,Dietingen                 ,keine Daten      ,keine Daten ,          ,n.v.
Deutschland ,WOODBUNGE FESTIVAL                              ,16.08. - 17.08. ,2 Tage  ,draußen   ,Gemischte Festivals      ,Crossover/Electro/Hardcore (Metal)/Metal/Punk/Rock/Sonstiges                                                                      ,Holzbunge                 ,keine Daten      ,400         ,          ,€ 50.00
Deutschland ,WORLD CLUB DOME - WINTER EDITION                ,05.01. - 06.01. ,2 Tage  ,drinnen   ,Electro Festivals        ,Electronic Dance Music (EDM)/Hardcore (Electro)/Hardcore (Metal)/Hip-Hop/House/Trance                                             ,Frankfurt                 ,keine Daten      ,180000      ,          ,€ 124.00
Deutschland ,WORLD CLUB DOME POOL SESSIONS                   ,06.09. - 08.09. ,3 Tage  ,draußen   ,Electro Festivals        ,Dance/Electro/Electronic Dance Music (EDM)                                                                                        ,Frankfurt am Main         ,keine Daten      ,20000       ,          ,€ 93.00
Deutschland ,WORLD-MUSIC-FESTIVAL                            ,19.07. - 31.07. ,13 Tage ,draußen   ,Gemischte Festivals      ,Afrika/Kunst & Kultur/Reggae/Ska/Sonstiges                                                                                        ,Willingshausen-Loshausen  ,keine Daten      ,keine Daten ,          ,n.v.
Deutschland ,WUDZDOG OPEN AIR                                ,30.05. - 02.06. ,4 Tage  ,draußen   ,Gemischte Festivals      ,Blues/Country/Deutschrock/Folk/Punk/Reggae/Rock/Ska                                                                               ,Auhausen/OT Dornstadt     ,keine Daten      ,keine Daten ,          ,n.v.
